movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,director,cast
Tiêu Tiên Sinh Không Giống Như Vậy,Phim bộ,2400,9.4,T13,2023,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Tiếng Phổ Thông",Elsie Zhao,"Yiqin Zhao, Duan Xing Yu, Liu"
Khu Rừng Bí Mật,Phim bộ,2300,9.3,T18,2017,16,Hàn Quốc,"Tội Phạm, Bí Ẩn, Kinh Dị, Phiêu Lưu, Tình Tiết, Kinh Dị",An Ji Gao,"Seung-woo Cho, Bae Doo Na, Jun-hyuk Lee, Hye-Sun Shin"
Nghe Thấy Giọng Nói Của Em,Phim bộ,61000,9.2,T13,2022,25,Trung Quốc đại lục,"Thanh Xuân, Tiếng Phổ Thông",Hermione,"Bunny Zhang, Jason, Chen Ye Sheng, HE, Hanson"
Chains of Heart: Xiềng Xích Trái Tim,Phim bộ,11800,9.5,T18,2023,10,Thái Lan,"Tội Phạm, Bí Ẩn, LGBT, Lãng Mạn, Hành Động, Tình Tiết",Rungradit Rungamonwanit,"Haii-Sarunsathorn Tanawatcharawat, Boom, Kut-Tanawat Sukfuengfoo, Chaaim-Alongkorn chowanapreecha, Marc Pahun Jiyacharoen"
Thục Sơn Chiến Kỷ 2: Đạp Hỏa Hành Ca,Phim bộ,3400,8.9,T16,2018,48,Trung Quốc đại lục,"Võ Thuật, Lãng Mạn, Hành Động, Tình Tiết, Viễn Tưởng, Thanh Xuân",Ricky Wong,"Ngô Kỳ Long, Fortuna, Trần Triết Viễn, Lưu Di Đồng, Nie Zi Hao, Liu Si Tong, Walley, Qin Shan, Wang Peng Xuan, Li Hao, Huang Shi Chao, Yuan Ye, WangZhen, LiangBaoling"
Once Again,Phim bộ,4000,9.7,T13,2022,8,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Tình Yêu Ngọt Ngào, Tiếng Hàn",hwang kyung sung,"Lee Hyun Jun, Moon Ji Yong"
Sing My Crush: Truy Phong,Phim bộ,5800,9.7,T13,2023,8,Hàn Quốc,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Tiếng Hàn",Xiao Jun Wen,"Son Hyun Woo, Do-yoo Jang"
【Thuyết minh】Khúc Biến Tấu Ánh Trăng,Phim bộ,4100,9.4,T13,2021,36,Trung Quốc đại lục,"Lãng Mạn, Thanh Xuân, Thương Trường, Tiếng Việt, Tiếng Phổ Thông",Trương Bác Dục,"Ngu Thư Hân, Đinh Vũ Hề, Dương Sĩ Trạch, Yinyin Ma,Ma Yin Yin"
Tiếng Vọng,Phim bộ,1700,9.5,T16,2023,13,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Lãng Mạn, Thành Thị, Gia Đình, Hôn Nhân",Feng Xiao Gang,"Tiểu Tống Giai, Vương Dương, Bao Bei Er, Wu You, zhuyuchen"
【Thuyết minh】Một Ngày Biến Thành Em,Phim bộ,1500,9.4,T13,2021,26,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Thanh Xuân, Tiếng Việt",wangzheng,"Trương Tân Thành, Lương Khiết"
【Thuyết Minh】Phượng Lệ Cửu Thiên,Phim bộ,1000,9.4,T13,2020,36,Trung Quốc đại lục,"Bí Ẩn, Cổ Trang, Tiếng Việt, Cổ Đại","Lưu Hải Ba, Shen Yang","Trần Triết Viễn, Lý Mặc Chi, Trương Quân Ninh"
【Thuyết Minh】Thỉnh Quân,Phim bộ,3000,9.5,T13,2024,36,Trung Quốc đại lục,"Bí Ẩn, Phiêu Lưu, Lãng Mạn, Hành Động, Tình Tiết, Viễn Tưởng",Trịnh Vĩ Văn,"Nhậm Gia Luân, Lý Thấm, Chase Chen, Wu Ming Jing"
Thành Phố Lý Tưởng,Phim bộ,11800,9.6,T13,2021,40,Trung Quốc đại lục,"Tổng Tài Bá Đạo, Thành Thị, Thương Trường, Tiếng Phổ Thông",Liu Jin,"Tôn Lệ, Triệu Hựu Đình, Yu He Wei, Trần Minh Hạo, Gao Diệp, Dương Siêu Việt, Lưu Dịch Sướng, Li Zhuan Ying, Zhang Shu, Ding Wen Bo, Qian Yi"
Tại Sao Boss Muốn Cưới Tôi 2,Phim bộ,7700,9.2,T13,2020,16,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Qiang Wu,"Từ Khai Sính, Dịch Bách Thần, Vương Song, Huang Qian Shuo, Lợi Tình Thiên, Ding Ning"
【Lồng Tiếng】Thời Gian Lương Thần Mỹ Cảnh,Phim bộ,3600,9.4,T13,2021,31,Trung Quốc đại lục,"Thành Thị, Thanh Xuân, Tiểu Thuyết Chuyển Thể, Lãng Mạn",Zoe Qin,"Từ Lộ, Lâm Nhất, Hồ Binh, Harry,Hu Yun Hao, chong dan ni"
Love in Translation,Phim bộ,5900,9.7,T18,2023,8,Thái Lan,"LGBT, Lãng Mạn, Thanh Xuân, Thái Lan",Lit Phadung Samajarn,"Pittaya Saechua, Kantapon Jindataweephol, Anupart Luangsodsai, Chetnipat Lohagarog, Jam Charattha Imraporn"
Thư Sinh Xinh Đẹp,Phim bộ,44400,9.1,T13,2020,36,Trung Quốc đại lục,"Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Zhi Lei,"Cúc Tịnh Y, Tống Uy Long, Tất Văn Quân, Vương Thụy Xương, Trần Nhất Long, Nicole, Xindy"
Chuyện Chàng Nok Du,Phim bộ,8700,9.3,T13,2019,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Cổ Trang, Tiếng Hàn, Cổ Đại",Dong-hwi Kim,"Kim So Hyun, JANG DONG YOON, Tae-Oh Kang"
Người Yêu Thú Cưng Của Tôi,Phim bộ,34000,9.4,T13,2024,24,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Wei Zhi,Wei Zhi
10 Năm 3 Tháng 30 Ngày,Phim bộ,23900,9.2,T13,2019,39,Trung Quốc đại lục,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Chung Shu Kai,"Shawn Dou, Gulnazar,Gulinazhaer Baihetiyaer, Cecilia Boey, Wang Zi Yun, Từ Chính Khê, Kim Trạch Hạo, Hoi Lin,Andrew Lin, Gao Diệp, Guo Xuan"
The Nest,Phim bộ,16000,9.3,T13,2023,42,Trung Quốc đại lục,"Gián Điệp, Bí Ẩn, Chiến Tranh, Tiếng Phổ Thông",Zhou jingtao,"Hàn Đống, Tống Dật, Yao Gang, Fan Xing, Yan Mi La, Cheng Cheng, Triệu Nghiêu Khả, Nicole"
Sự Thật Mơ Hồ,Phim bộ,73000,9.3,T16,2018,16,Hàn Quốc,"Bí Ẩn, Lãng Mạn, Gia Đình, Hôn Nhân, Tiếng Hàn",Mao Wan Ri,"Kim Nam Joo, Ji Jin Hee"
Phẩm Chất Quý Ông,Phim bộ,2700,9.3,T13,2012,20,Hàn Quốc,"Lãng Mạn, Thành Thị, Tiếng Phổ Thông",Woo-chul Shin,"Jang Dong Gun, kim ha neul, Kim Su Ro, Kim Min Jong, 이종혁, Yoon Se A, Yoon Ji Ni, Jin Zhen Lan"
Trở Lại Tuổi 18,Phim bộ,114300,9.4,T13,2020,16,Hàn Quốc,"Lãng Mạn, Viễn Tưởng, Thanh Xuân, Học Đường, Gia Đình, Tiếng Hàn",He Bing Xun,"kim ha neul, kim ha neul, Lee Do-hyeon, Wi Ha Jun, So-eun Han, Bo-min Choi, Hwang In Yeop"
Công Huân,Phim bộ,11000,9.5,T13,2021,48,Trung Quốc đại lục,Tiếng Phổ Thông,"Zheng Xiao Long, Shen Yan","Wang Lei, Lôi Gia Âm, Quách Đào, Huang Xiao Ming, Tưởng Hân, Đồng Đại Vỹ, Jue, Huang Zhi Zhong, Tôn Lệ, Nghê Ni, Trương Tụng Văn, Dong Jie, Nhiệm Trọng, Jiang Meng Jie, Ringo Yu, Lin Yong Jian, Li Guang Jie, MichaelChen, Chen Hao, Huang Xiaolei, Sun Qian, Yang Shuo"
Tâm Cư,Phim bộ,2300,9.3,T13,2022,35,Trung Quốc đại lục,"Tình Tiết, Thành Thị, Thương Trường, Gia Đình, Hôn Nhân, Tiếng Phổ Thông",Hua-Tao Teng,"Christina, Đồng Dao, Trương Tụng Văn, Phùng Thiệu Phong"
Từ Khóa Tình Yêu: Search WWW,Phim bộ,6500,9.3,T13,2019,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Thương Trường, Tiếng Hàn",Ji-hyun Jung,"Im Soo-jung, Jang Ki Yong, Da-hee Lee , 전혜진"
Nguyệt Ca Hành,Phim bộ,18000,9.5,T13,2022,40,Trung Quốc đại lục,"Lãng Mạn, Tiếng Phổ Thông, Cổ Đại, Tiểu Thuyết Chuyển Thể",Kin-lung Lam,"Trương Bân Bân , Từ Lộ, Vương Hữu Thạc, Trịnh Hợp Huệ Tử, Vương Dĩ Luân, Mã Nguyệt"
"【Thuyết minh】Yêu Nhau Đi, Thực Mộng Quân",Phim bộ,2000,9.2,T13,2020,24,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thành Thị, Tình Bạn",Chen Gang,"Mã Mộng Duy, Ngao Thuỵ Bằng, La Chính, Sử Khanh Nghiên, Mã Đông Chấn, Ngô Thừa Trạch"
Thức Tỉnh,Phim bộ,82000,9.5,T16,2022,36,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Thành Thị, Tiếng Phổ Thông",Zhang Si Lin,"Zhou Da Wei, Wang You Jun, Trần Hạo Lam, Xu Yue, Zhang Zhi Jian, Wang Zhi Wen, Jiang Shan, Liu Jia, Zhang Xi Lin, Bi Yan Jun, Du Chun, Vương Viện Khả"
Thiếu Chủ Đi Chậm Thôi,Phim bộ,31700,9,T13,2020,24,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Tiết, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào","Tong Zhou, Dai Meng Ying","Ngu Thư Hân, Lưu Dịch Sướng, Lạc Minh Cật, Trần Hạo Lam"
Love By Chance (Tình Cờ Yêu),Phim bộ,7900,9.5,T18,2018,14,Thái Lan,"LGBT, Lãng Mạn, Thanh Xuân, Thái Lan",New Siwaj Sawatmaneekul,"Perth Tanapon Sukhumpantanasan, Saint Suppapong Udomkaewkanjana, Plan Rathavit Kijworalak, Mark Siwat Jumlongkul,สิวัฒน์จุลมกุล,Mark, Earth Katsamonnat Namwirote,Earth, Soodyacht Patsit Permpoonsavat, Pineare Pannin Charnmanoon, Mean Phiravich Attachitsataporn, Gun Napat Na Ranong, Title Kirati Puangmalee"
Quân Vương Giả Mạo,Phim bộ,3200,9.2,T13,2019,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Cổ Trang, Tiếng Hàn, Cổ Đại",Kim Hee-won,"Jin-gu Yeo, Lee Se Young, Sang-kyung Kim, Quan Hai Xiao, Gwang Jang, Young-nam Jang, Moo-Saeng Lee, Min Zhi Ya, Choi Gyu-jin, Jung Hye-Young, Kyung-ho Yoon, Shen Xiu Yan, Jong-suk Yoon, Ha-nee Oh,오하늬, Seong-won Jang, Gyu-han Lee"
Cả Thế Giới Đang Chờ Hai Người Chia Tay,Phim bộ,7400,9.4,T13,2023,24,Trung Quốc đại lục,"Lãng Mạn, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Tian Shao Bo,"Chu Chính Đình, Lư Dục Hiểu, Hoàng Đình Đình, Vương Hạo Hiên, Wu Man Si, Hồ Xuân Dương"
Chúc Khanh Hảo,Phim bộ,33100,9.6,T13,2022,22,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông",Zhu Shao Jie,"Crystal, Trịnh Nghiệp Thành, Mễ Nhiệt, Trương Nguyệt, Yang Zhiwen"
Thám Tử Phố Tàu,Phim bộ,11600,9.2,T18,2020,12,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Tình Tiết, Phim Hài, Hình Sự, Tiếng Phổ Thông","Ke Wen Li, Đới Mặc","Khưu Trạch, Trương Quân Ninh, Vương Chân Nhi, Trần Triết Viễn, Trình Tiêu, Trương Nghệ Thượng, Trương Tụng Văn, Trương Thế, Đặng Ân Hy, Trần Vũ Tư, Mã Bá Khiên, Lý Minh Hiên, Yuxin Cui, Gao Diệp, Hoàng Khải Kiệt, Đới Mặc, Mã Dục Kha, Trương Quốc Trụ, Trương Duệ Gia, Hoàng Kiện Vĩ, Thi Danh Soái, Cao Anh Hiên"
Remember Me: Tình Yêu Được Viết Bằng Tình Yêu,Phim bộ,1600,9.7,T18,2023,14,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Thái Lan",ZaanookJukkroww Nipitpon Muangsinun,"Title Teshin Anusananan, Tanatorn Saenangkanikorn, Mean Phiravich Attachitsataporn, Man Supakrit Charoonmatha, Ja Phachara Suansri, First Chalongrat Novsamrong"
"Bạn Học, Khi Nào Chuyển Đi Thế?",Phim bộ,2700,9.4,T13,2023,12,Trung Quốc đại lục,"Lãng Mạn, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường, Gia Đình",Si Cheng,"Quý Mỹ Hàm, Zhang Jia Shuo, Từ Tân, Shao Yu Qi, Shengyan Na"
【Thuyết minh】Công Chúa Của Ảnh Đế,Phim bộ,11000,9.4,T13,2022,30,Trung Quốc đại lục,"Lãng Mạn, Tổng Tài Bá Đạo, Tình Bạn, Tiếng Việt, Tiểu Thuyết Chuyển Thể",Huang Tian Ren,"Kyulkyung, Từ Chính Khê"
Hạnh Phúc: Chung Cư Có Độc (Happiness),Phim bộ,75300,9.8,T16,2021,12,Hàn Quốc,"Bí Ẩn, Kinh Dị, Kinh Dị, Thành Thị, Tiếng Hàn",An Ji Gao,"Han HyoJoo, Park Hyung Sik, Woo-jin Jo, Hae-sun Bae"
Công Tử Chàng Tên Gì,Phim bộ,7200,9.3,T13,2023,20,Trung Quốc đại lục,"Lãng Mạn, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Wang Qi Heng,"Jin Mo Xi, Meng En, Ngô Thừa Trạch, Thái Tường Vũ, Luyu Pan"
Cách Mạng Tình Yêu,Phim bộ,151700,9.3,T13,2020,30,Hàn Quốc,"Lãng Mạn, Tình Bạn, Thanh Xuân, Học Đường, Tiếng Hàn",Lee Yeong-seok,"PARK JI HOON, Lee Ruby, Younghoon, Da-young Yim"
Lời Hồi Đáp 1997,Phim bộ,2500,9.4,T13,2012,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thanh Xuân, Tiếng Hàn",Shen Yuan Hao,"정은지/Jung Eun Ji, Seo In Guk, So-yul Shin, Yin Zhi Yuan, Si-eon Lee, Jong-ho Song, Tony An, Moon Hee Jun,문희준, Jin Zhong Min, kimyewon"
Trường Ca Hành,Phim bộ,15500,9.6,T13,2021,49,Trung Quốc đại lục,"Phiêu Lưu, Lãng Mạn, Tình Tiết, Tình Bạn, Cổ Trang, Tiếng Phổ Thông","Zhu Rui Bin,CHU Yui Pan","Địch Lệ Nhiệt Ba, Ngô Lỗi , Lưu Vũ Ninh, Triệu Lộ Tư, Alen"
Gửi Thời Thanh Xuân Ngây Thơ Tươi Đẹp,Phim bộ,1200,9.7,T13,2017,23,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thanh Xuân, Tiếng Phổ Thông",Justin,"Hồ Nhất Thiên, Thẩm Nguyệt, Vương Tử Vy, Cao Chí Đình"
Thời Gian Và Em Biệt Lai Vô Dạng,Phim bộ,33600,9.3,T13,2021,24,Trung Quốc đại lục,"Thanh Xuân, Tiếng Phổ Thông",Tan You Ye,"Trần Hựu Duy, Từ Nghệ Dương"
Lạc Lối Dưới Lòng Côn Luân,Phim bộ,10200,9.5,T16,2022,36,Trung Quốc đại lục,"Bí Ẩn, Phiêu Lưu, Thanh Xuân, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Lin Nan,"Hứa Khải, Chung Sở Hi, Vương Dương, Bao Bei Er, Ruan Ju, Trương Thần Quang, HeiZe,Hei Ze, Meng A Sai, Ma Qi Yue, Trương Hinh Dư, Zhang Fan, He Feng Tian, Hong Jian Tao, Gao Thự Quang, He Sai Fei, Cheng Tao, Gai Yu Jia, Zuo Jin Zhu, Emily"
Thiếu Niên Giang Hồ Vật Ngữ,Phim bộ,4000,9.1,T13,2019,24,Trung Quốc đại lục,"Võ Thuật, Phim Hài, Thanh Xuân, Cổ Trang, Tiếng Phổ Thông",Li Yan Qian,"Châu Ngạn Thần, Lạc Minh Cật, Su Xiao Tong, Song Ji Yang, Xie Xing Yang, Lưu Kiếm Vũ, Fan Yize, Hero Tai, Wang Jiayin, SUJUNHE"
Hào Quang,Phim bộ,9100,9.6,T13,2021,41,Trung Quốc đại lục,Tiếng Phổ Thông,Liu Biao,"Trương Tân Thành, Elvira, Zhang Zhi Jian, Cố Tử Thành, Vương Tự Kiện"
Ám Dạ Hành Giả,Phim bộ,3300,9.5,T16,2022,24,Trung Quốc đại lục,"Gián Điệp, Tội Phạm, Bí Ẩn, Hình Sự, Tiếng Phổ Thông",FANG,"Li Yi Feng, Tống Dật, Stephen Fung"
Ở Rể,Phim bộ,28300,9.1,T13,2021,36,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Cổ Trang, Hôn Nhân, Tiếng Phổ Thông, Cổ Đại",Deng Ke,"Quách Kỳ Lân, Tống Dật, Tưởng Y Y, Gao Thự Quang"
Cùng Nhau Hít Thở Sâu,Phim bộ,2900,8.9,T16,2021,40,Trung Quốc đại lục,"Bí Ẩn, Y Liệu, Thành Thị, Thanh Xuân, Tiếng Phổ Thông",Dou Qi,"Thích Vy, Dương Hữu Ninh, Trương Quân Ninh, He Zheng Jun, Tu Ling, Chu Châu, Cao Thánh Viễn"
Cá Mực Hầm Mật,Phim bộ,10500,9.7,T13,2019,41,Trung Quốc đại lục,"Lãng Mạn, Tổng Tài Bá Đạo, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông",Xiang Xu Jing,"Dương Tử, Lý Hiện, Hồ Nhất Thiên, Li Hong Qi, Lý Trạch Phong"
Tuổi 17 kì lạ của tôi,Phim bộ,22000,8.9,T16,2022,16,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Thanh Xuân, Tiếng Phổ Thông","Zhu Jia Meng, Wang Jin","TT, Chen Pin Yan, Shi Ming Ze, Dai Chao, Thời An, Wang Chu Yu"
Thần Dương,Phim bộ,1500,9.1,K,2019,24,Trung Quốc đại lục,"Hình Sự, Tiếng Phổ Thông",Su Hao Qi,"Dương Sĩ Trạch, Ryota, Feng Jian Yu, Nhậm Hựu Luân, Lv Xing Chen, Liu SIyuan,Liu Ruo Yan, J_zen, Châu Ngạn Thần, Fan Yize, Cong Jian Zhang, Coco, Zhang Tan"
Quân Trang Thân Yêu,Phim bộ,72500,9.3,T13,2021,40,Trung Quốc đại lục,"Y Liệu, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Ji Tian Yi,"Hoàng Cảnh Du, Lý Thấm, Văn Sinh, Khương Nguyên"
Nằm Vùng,Phim bộ,6000,8.1,T16,2020,22,Trung Quốc đại lục,"Gián Điệp, Bí Ẩn, Tình Tiết, Chiến Tranh, Hình Sự, Thành Thị","Tian Zhen, Yang Xiao Bo","Annabel Lee, Zhang Xiao Long, Shang Tie Long, Xu Lei Zhi"
Sếp Của Tôi Là Chú Lợn Nhỏ,Phim bộ,1100,9.5,T13,2024,12,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Phim Hài, Thành Thị, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông","Liu Jiayuan, Xiao Ling","Chu Lâm Vũ, Lu Dong Xu, Yang Jun Han, Liang Chen, Shengyan Na"
Lần Thứ Hai Cũng Rất Đẹp,Phim bộ,1100,8.9,T13,2019,57,Trung Quốc đại lục,"Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Gia Đình, Tiếng Phổ Thông",Chen Ming Zhang,"Vương Tử Văn, Edward Zhang, Calvin, lorla, Xu Hao, Gavin, Xia Zi Tong, Li Ting Zhe"
Cẩm Y Chi Hạ,Phim bộ,29600,9.4,T16,2019,55,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạn, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông, Cổ Đại","Yin Tao, Liu Guo Tong","Nhậm Gia Luân, Đàm Tùng Vận, Hàn Đống, Diệp Thanh, Yao Yi Chen, Lu Hong, Han Cheng Yu, Tập Tuyết, Li Ting Zhe"
Hành Trình Tìm Lại Tình Yêu,Phim bộ,4800,9.5,T13,2021,4,Hàn Quốc,"Lãng Mạn, Thanh Xuân, Tiếng Hàn","KIM JI HOON, lee han jun","Bang Min-ah, Kwon Hwa-woon, Ahn Woo-yeon, Lee Jin Hyuk"
Check Out Series (Bản TV),Phim bộ,6600,9.3,T18,2022,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thái Lan",Kapper Worarit Ninklom,"Chahub Marut Ghoummeddin, Best Vittawin Veeravidhayanant, Mew Sirilapas Kongtragan, M Sarawut Laoruamsap, Beam Atichart Lawansathean, Boat Anakame Binsaman, Aumaim Korravee Keawkor, Non Chanon Rikulsurakan, Pluster Pornpipat Pattanasetthanon"
Cách Mạng Tình Yêu,Phim bộ,4900,9.3,T13,2017,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Tình Bạn, Tiếng Hàn",Hyun-Wook Song,"Choi Siwon, Kang So-Ra, Jae-yoon Lee, Jae-yoon Lee"
Mộ Bạch Thủ,Phim bộ,17100,9.1,T13,2020,45,Trung Quốc đại lục,"Võ Thuật, Lãng Mạn, Thanh Xuân, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Kenne Yam,"Nhậm Gia Luân, Trương Tuệ Văn, whitehairpin, Terry, Lin Yuan, Shao Wei Tong, Cui Zhong, Niki, Yu Zi Yang"
守护神之保险调查,Phim bộ,1000,9,T16,2018,36,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Tiếng Phổ Thông",Chung Shu Kai,"Miu Kiu Wai, Bosco Huang, Lưu Tâm Du, Tsui Tsz Shan, Shiu Hung Hui, Hugo Ng Doi-Yung, Irene Wan, Maggie SiuMeiKi, MCJin, Zhai Tian Lin, Từ Chính Khê, Hai Lu, Raquel, Wang Xi Wei"
Đôi Tai Ngoại Cảm,Phim bộ,6000,9.3,T13,2013,18,Hàn Quốc,"Lãng Mạn, Thanh Xuân, Tiếng Hàn","Zhao Xiu Yuan, Seung-Woo Shin",Lee Jong Suk
En Of Love (Kỹ Sư Tình Yêu),Phim bộ,11500,9.5,T18,2020,11,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Thái Lan","Niink Karnpicha Sinlertpattana, Ko Nantalit Tampacha","Win Achawin Michaels, Folk Thitiphat Chankaew, Yin Anan Wong, War Wanarat Ratsameerat, Prom Ratchapat Worrasarn, Natthapong Pathong (Benz)"
经山历海,Phim bộ,2000,9,T13,2021,31,Trung Quốc đại lục,"Tình Tiết, Tiếng Phổ Thông",Yang Ya Zhou,"Wang Li Kun, Zhang Guo Qiang, Zou Tingwei, Gao Longke, Fangyu Liu"
Cũng Chỉ Là Hạt Bụi,Phim bộ,112300,9.5,T13,2021,22,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Tình Bạn, Thanh Xuân, Thương Trường, Tiếng Phổ Thông","Derek Hui,Xu Hong Yu","Ngô Tuyên Nghi, Tất Văn Quân, Trạch Tiêu Văn, Trương Bách Gia, Lưu Đặc (diễn viên), Wan Zi Lin, Mễ Nhiệt, Natalia"
Chàng Trai Mạc Cách Ly Của Tôi ( Chàng Trai Mowgli Của Tôi ),Phim bộ,12800,9,T13,2019,50,Trung Quốc đại lục,"Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Peng Xue Jun,"RayMa, Dương Tử, Vương Chân Nhi, Ming, Huang Can Can, Ze Wu Hao, Trịnh Tưu Hoằng"
Long Thành,Phim bộ,1200,9.4,T13,2023,36,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Gia Đình, Tiếng Phổ Thông, Tiểu Thuyết Chuyển Thể",Lin Yan,"Mã Y Lợi, Bạch Vũ, Lưu Lâm, Li Ting Ting"
Phong Khởi Lũng Tây,Phim bộ,2000,9.6,T16,2022,24,Trung Quốc đại lục,"Gián Điệp, Bí Ẩn, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Lu Yang,"Aloys Chen, Bạch Vũ, Nhiếp Viễn, Chang Yuan, Angelababy"
Giám Đốc Thường Mời Tôi Ăn Tối,Phim bộ,15200,9.6,T18,2022,10,Hàn Quốc,"LGBT, Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Tiếng Hàn",Yang Kyeong-hui,"Park Jeong Woo, Young woon Park"
Nguyện Ta Như Sao Chàng Như Trăng,Phim bộ,10100,8.9,T13,2020,24,Trung Quốc đại lục,"Lãng Mạn, Cổ Trang, Tiếng Phổ Thông, Cổ Đại",Ma Yun Yu,"Chu Tiễn, Mã Mộng Duy, Phó Vỹ Luân"
Hoa Khê Ký,Phim bộ,11900,9.5,T13,2023,32,Trung Quốc đại lục,"Lãng Mạn, Tình Tiết, Thanh Xuân, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Phổ Thông",Li Yu Lei,"Hình Phi, Từ Khai Sính, Từ Phương Châu, Yang Gen"
Hoa Lang,Phim bộ,14300,9.4,T13,2016,20,Hàn Quốc,"Cổ Trang, Tiếng Hàn, Cổ Đại","Rick Yune,Richard Yun","Park Seo Jun , Ara, Park Hyung Sik"
Thật Ra Anh Ấy Không Yêu Bạn Đến Thế,Phim bộ,3000,9.1,T13,2020,36,Trung Quốc đại lục,"Lãng Mạn, Thành Thị, Tiếng Phổ Thông",Guangli Wang,"Tống Thiến, Ryan Zheng, Celina Jade, Karlina Zhang, Li Chun, Dương Hữu Ninh, David Wang, Han Tong Sheng, ShawnHuang, Yue,Ahu,KA, Shi An, Trương Hạo Duy"
Hóa Ra Là Thầy Giáo!,Phim bộ,3400,9.2,T13,2022,40,Trung Quốc đại lục,"Lãng Mạn, Phim Hài, Thành Thị, Thanh Xuân, Thương Trường, Tình Yêu Ngọt Ngào",Amber,"Cheney Chen, Karlina Zhang, Zhang Li, Vương Thụy Xương, Bian Cheng, Mễ Nhiệt, Zheng Fan Xing, Zidan Sun, Lưu Lâm, Liu Jun"
Thiếu Niên Của Ngày Mai,Phim bộ,6000,9.7,T13,2024,24,Trung Quốc đại lục,"Tình Tiết, Phim Hài, Thanh Xuân, Tiếng Phổ Thông",Ming Yan,"Ngô Vũ Hằng, Châu Ngạn Thần, Yang Xi Zi, King-Kong Lam, Chen Zhi Hui, Owen, Cui Zhen Zhen, Sun Kai"
【Thuyết minh】Khanh Khanh Ngã Tâm,Phim bộ,1100,9.3,T13,2021,24,Trung Quốc đại lục,"Lãng Mạn, Viễn Tưởng, Tình Yêu Ngọt Ngào, Cổ Trang, Tiếng Việt, Tiếng Phổ Thông",Kenne Yam,"Trình Tiêu, Cốc Gia Thành, Vương Nhất Phi, Yang Ze, Song Wen Zuo, Jessie Fu"
